web-scraper-order,web-scraper-start-url,pagi,position,salary,loc,company,detail,info,comp_tag,experience
"1672259519-7353","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据统计专员无责8500+五险一金","10-15K","上海·闵行区·龙柏","小獐实业","制作表格金蝶系统函数","节日福利，员工旅游，补充医疗保险，零食下午茶，定期体检，全勤奖，五险一金，交通补助，住房补贴，年终奖，带薪年假，餐补","不需要融资","经验不限"
"1672259519-7354","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据统计专员无责8500+五险一金","10-15K","上海·闵行区·龙柏","小獐实业","制作表格金蝶系统函数","节日福利，员工旅游，补充医疗保险，零食下午茶，定期体检，全勤奖，五险一金，交通补助，住房补贴，年终奖，带薪年假，餐补","100-499人","经验不限"
"1672259519-7355","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","财务分析","18-20K·13薪","上海·浦东新区·碧云","万宝盛华企业管理...","财务分析四大会计师事务所毕马威普华永道德勤","带薪年假，五险一金，补充医疗保险，节日福利，零食下午茶","生活服务","经验不限"
"1672259519-7356","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","财务分析","18-20K·13薪","上海·浦东新区·碧云","万宝盛华企业管理...","财务分析四大会计师事务所毕马威普华永道德勤","带薪年假，五险一金，补充医疗保险，节日福利，零食下午茶","已上市","经验不限"
"1672259519-7357","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","财务分析","18-20K·13薪","上海·浦东新区·碧云","万宝盛华企业管理...","财务分析四大会计师事务所毕马威普华永道德勤","带薪年假，五险一金，补充医疗保险，节日福利，零食下午茶","1000-9999人","经验不限"
"1672259519-7358","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据库运维工程师","15-30K","上海","某大型知名互联网金融公司","计算机相关专业","交通补助，补充医疗保险，加班补助，全勤奖，年终奖，定期体检，餐补，五险一金，节日福利，通讯补贴，零食下午茶","互联网金融","经验不限"
"1672259519-7359","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据库运维工程师","15-30K","上海","某大型知名互联网金融公司","计算机相关专业","交通补助，补充医疗保险，加班补助，全勤奖，年终奖，定期体检，餐补，五险一金，节日福利，通讯补贴，零食下午茶","不需要融资","经验不限"
"1672259519-7360","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据库运维工程师","15-30K","上海","某大型知名互联网金融公司","计算机相关专业","交通补助，补充医疗保险，加班补助，全勤奖，年终奖，定期体检，餐补，五险一金，节日福利，通讯补贴，零食下午茶","10000人以上","经验不限"
"1672259519-7361","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师","12-18K","上海·浦东新区·世博","民生旅业","SQLPythonRExcelHiveTableauPower BISpark","节日福利，五险一金，带薪年假，餐补，年终奖，员工旅游，零食下午茶，定期体检","投资/融资","经验不限"
"1672259519-7362","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师","12-18K","上海·浦东新区·世博","民生旅业","SQLPythonRExcelHiveTableauPower BISpark","节日福利，五险一金，带薪年假，餐补，年终奖，员工旅游，零食下午茶，定期体检","未融资","经验不限"
"1672259519-7363","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据分析师","12-18K","上海·浦东新区·世博","民生旅业","SQLPythonRExcelHiveTableauPower BISpark","节日福利，五险一金，带薪年假，餐补，年终奖，员工旅游，零食下午茶，定期体检","100-499人","经验不限"
"1672259519-7364","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","23届秋招-大数据开发工程师(J11862)","15-22K·13薪","上海·静安区·彭浦镇","合合信息","HiveSpark大数据开发经验","五险一金，年终奖，员工旅游，包吃，节日福利，零食下午茶，免费班车，定期体检，带薪年假","互联网","在校/应届"
"1672259519-7365","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","23届秋招-大数据开发工程师(J11862)","15-22K·13薪","上海·静安区·彭浦镇","合合信息","HiveSpark大数据开发经验","五险一金，年终奖，员工旅游，包吃，节日福利，零食下午茶，免费班车，定期体检，带薪年假","D轮及以上","在校/应届"
"1672259519-7366","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","23届秋招-大数据开发工程师(J11862)","15-22K·13薪","上海·静安区·彭浦镇","合合信息","HiveSpark大数据开发经验","五险一金，年终奖，员工旅游，包吃，节日福利，零食下午茶，免费班车，定期体检，带薪年假","1000-9999人","在校/应届"
"1672259519-7367","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","大数据工程师（2023届） (MJ001528)","16-22K·14薪","上海·浦东新区·陆家嘴","嘉银金科","SQLHive大数据开发经验","员工旅游，节日福利，全勤奖，餐补，年终奖，带薪年假，定期体检，五险一金","互联网金融","在校/应届"
"1672259519-7368","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","大数据工程师（2023届） (MJ001528)","16-22K·14薪","上海·浦东新区·陆家嘴","嘉银金科","SQLHive大数据开发经验","员工旅游，节日福利，全勤奖，餐补，年终奖，带薪年假，定期体检，五险一金","已上市","在校/应届"
"1672259519-7369","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","大数据工程师（2023届） (MJ001528)","16-22K·14薪","上海·浦东新区·陆家嘴","嘉银金科","SQLHive大数据开发经验","员工旅游，节日福利，全勤奖，餐补，年终奖，带薪年假，定期体检，五险一金","1000-9999人","在校/应届"
"1672259519-7370","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","机器学习算法实习生","7-12K","上海·杨浦区·东外滩","叠纸游戏","深度学习算法算法设计PythonC++数据分析","年终奖，定期体检，节日福利，员工旅游，带薪年假，五险一金，补充医疗保险，零食下午茶，餐补，全勤奖","游戏","经验不限"
"1672259519-7371","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","机器学习算法实习生","7-12K","上海·杨浦区·东外滩","叠纸游戏","深度学习算法算法设计PythonC++数据分析","年终奖，定期体检，节日福利，员工旅游，带薪年假，五险一金，补充医疗保险，零食下午茶，餐补，全勤奖","B轮","经验不限"
"1672259519-7372","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","机器学习算法实习生","7-12K","上海·杨浦区·东外滩","叠纸游戏","深度学习算法算法设计PythonC++数据分析","年终奖，定期体检，节日福利，员工旅游，带薪年假，五险一金，补充医疗保险，零食下午茶，餐补，全勤奖","1000-9999人","经验不限"
"1672259519-7373","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据产品经理/产品总监（大数据方向）","15-30K","上海","某大型广告公司","需求分析产品设计","餐补，带薪年假，五险一金，定期体检，节日福利，年终奖，员工旅游","广告/公关/会展","经验不限"
"1672259519-7374","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据产品经理/产品总监（大数据方向）","15-30K","上海","某大型广告公司","需求分析产品设计","餐补，带薪年假，五险一金，定期体检，节日福利，年终奖，员工旅游","未融资","经验不限"
"1672259519-7375","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据产品经理/产品总监（大数据方向）","15-30K","上海","某大型广告公司","需求分析产品设计","餐补，带薪年假，五险一金，定期体检，节日福利，年终奖，员工旅游","100-499人","经验不限"
"1672259519-7376","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","量化分析师","15-25K·18薪","上海","某大型期货公司","量化投资研究组织投资者活动数学/统计相关学历期货从业资格证券从业资格量化营销","五险一金，年终奖，补充医疗保险，企业年金，餐补，交通补助，节日福利，带薪年假，定期体检","证券/期货","经验不限"
"1672259519-7377","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","量化分析师","15-25K·18薪","上海","某大型期货公司","量化投资研究组织投资者活动数学/统计相关学历期货从业资格证券从业资格量化营销","五险一金，年终奖，补充医疗保险，企业年金，餐补，交通补助，节日福利，带薪年假，定期体检","不需要融资","经验不限"
"1672259519-7378","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","量化分析师","15-25K·18薪","上海","某大型期货公司","量化投资研究组织投资者活动数学/统计相关学历期货从业资格证券从业资格量化营销","五险一金，年终奖，补充医疗保险，企业年金，餐补，交通补助，节日福利，带薪年假，定期体检","500-999人","经验不限"
"1672259519-7379","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","大数据算法工程师）（无锡/上海/深圳）","15-30K·16薪","上海","某大型知名新能源公司","PythonSparkHadoop","通讯补贴，包吃，免费班车，交通补助，餐补，带薪年假，加班补助，年终奖，全勤奖，住房补贴，五险一金，节日福利，定期体检","新能源","经验不限"
"1672259519-7380","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","大数据算法工程师）（无锡/上海/深圳）","15-30K·16薪","上海","某大型知名新能源公司","PythonSparkHadoop","通讯补贴，包吃，免费班车，交通补助，餐补，带薪年假，加班补助，年终奖，全勤奖，住房补贴，五险一金，节日福利，定期体检","B轮","经验不限"
"1672259519-7381","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","大数据算法工程师）（无锡/上海/深圳）","15-30K·16薪","上海","某大型知名新能源公司","PythonSparkHadoop","通讯补贴，包吃，免费班车，交通补助，餐补，带薪年假，加班补助，年终奖，全勤奖，住房补贴，五险一金，节日福利，定期体检","10000人以上","经验不限"
"1672259519-7382","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据专员","6-11K·14薪","上海·浦东新区·张江","微创医疗朱雀飞燕","业务数据分析统计/数学相关专业计算机相关专业","","医疗设备/器械","经验不限"
"1672259519-7383","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据专员","6-11K·14薪","上海·浦东新区·张江","微创医疗朱雀飞燕","业务数据分析统计/数学相关专业计算机相关专业","","100-499人","经验不限"
"1672259519-7384","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据工程师","15-20K·13薪","上海·徐汇区·徐家汇","解螺旋","PythonJavaShell","免费班车，股票期权，加班补助，年终奖，带薪年假，员工旅游，零食下午茶，交通补助，节日福利，五险一金","医疗健康","经验不限"
"1672259519-7385","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据工程师","15-20K·13薪","上海·徐汇区·徐家汇","解螺旋","PythonJavaShell","免费班车，股票期权，加班补助，年终奖，带薪年假，员工旅游，零食下午茶，交通补助，节日福利，五险一金","A轮","经验不限"
"1672259519-7386","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据工程师","15-20K·13薪","上海·徐汇区·徐家汇","解螺旋","PythonJavaShell","免费班车，股票期权，加班补助，年终奖，带薪年假，员工旅游，零食下午茶，交通补助，节日福利，五险一金","100-499人","经验不限"
"1672259519-7387","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","战略分析部-科技战略咨询顾问","13-20K","上海·浦东新区·陆家嘴","北京宝盛英诺投资管理","交付团队外资咨询机构医疗大健康消费品英语可作为工作语言留学经历适应长期出差留学生优先英美留学生澳加留学生欧洲留学生五险一金","","投资/融资","经验不限"
"1672259519-7388","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","战略分析部-科技战略咨询顾问","13-20K","上海·浦东新区·陆家嘴","北京宝盛英诺投资管理","交付团队外资咨询机构医疗大健康消费品英语可作为工作语言留学经历适应长期出差留学生优先英美留学生澳加留学生欧洲留学生五险一金","","100-499人","经验不限"
"1672259519-7389","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","海外战略分析","12-15K·14薪","上海","VSPN","公司内部数据分析能力英语可作为工作语言留学经历战略分析","年终奖，五险一金，定期体检，带薪年假，节日福利","游戏","在校/应届"
"1672259519-7390","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","海外战略分析","12-15K·14薪","上海","VSPN","公司内部数据分析能力英语可作为工作语言留学经历战略分析","年终奖，五险一金，定期体检，带薪年假，节日福利","B轮","在校/应届"
"1672259519-7391","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","海外战略分析","12-15K·14薪","上海","VSPN","公司内部数据分析能力英语可作为工作语言留学经历战略分析","年终奖，五险一金，定期体检，带薪年假，节日福利","1000-9999人","在校/应届"
"1672259519-7392","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","上海南棠招聘物流/仓储项目经理","8-12K","上海·浦东新区·金桥","上海南棠","流程质量管控仓库作业流程制定有电商行业经验英语能力好了解财会知识","节日福利，员工旅游，年终奖，加班补助，带薪年假，定期体检，零食下午茶，五险一金","电子商务","经验不限"
"1672259519-7393","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","上海南棠招聘物流/仓储项目经理","8-12K","上海·浦东新区·金桥","上海南棠","流程质量管控仓库作业流程制定有电商行业经验英语能力好了解财会知识","节日福利，员工旅游，年终奖，加班补助，带薪年假，定期体检，零食下午茶，五险一金","未融资","经验不限"
"1672259519-7394","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","上海南棠招聘物流/仓储项目经理","8-12K","上海·浦东新区·金桥","上海南棠","流程质量管控仓库作业流程制定有电商行业经验英语能力好了解财会知识","节日福利，员工旅游，年终奖，加班补助，带薪年假，定期体检，零食下午茶，五险一金","500-999人","经验不限"
"1672259519-7395","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","临床数据管理员","13-26K·14薪","上海·静安区·大宁","北京海金格医药科技","CRF设计DM临床数据","交通补助，补充医疗保险，五险一金，餐补，带薪年假，定期体检，员工旅游，通讯补贴，加班补助，年终奖，节日福利","医疗健康","经验不限"
"1672259519-7396","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","临床数据管理员","13-26K·14薪","上海·静安区·大宁","北京海金格医药科技","CRF设计DM临床数据","交通补助，补充医疗保险，五险一金，餐补，带薪年假，定期体检，员工旅游，通讯补贴，加班补助，年终奖，节日福利","已上市","经验不限"
"1672259519-7397","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","临床数据管理员","13-26K·14薪","上海·静安区·大宁","北京海金格医药科技","CRF设计DM临床数据","交通补助，补充医疗保险，五险一金，餐补，带薪年假，定期体检，员工旅游，通讯补贴，加班补助，年终奖，节日福利","500-999人","经验不限"
"1672259519-7398","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","售前/解决方案（数据中心）","7-12K","上海·宝山区·淞南","Trunkey 创旗","网络协议计算机软件服务器技术支持负载均衡技术虚拟机技术服务器配置网络交换技术","五险一金，带薪年假，股票期权，员工旅游，节日福利，零食下午茶，年终奖","计算机软件","经验不限"
"1672259519-7399","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","售前/解决方案（数据中心）","7-12K","上海·宝山区·淞南","Trunkey 创旗","网络协议计算机软件服务器技术支持负载均衡技术虚拟机技术服务器配置网络交换技术","五险一金，带薪年假，股票期权，员工旅游，节日福利，零食下午茶，年终奖","已上市","经验不限"
"1672259519-7400","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","售前/解决方案（数据中心）","7-12K","上海·宝山区·淞南","Trunkey 创旗","网络协议计算机软件服务器技术支持负载均衡技术虚拟机技术服务器配置网络交换技术","五险一金，带薪年假，股票期权，员工旅游，节日福利，零食下午茶，年终奖","100-499人","经验不限"
"1672259519-7401","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据工程师","9-13K","上海","FOODCHEM","PythonKettleInformaticaPandasSSISInformatic数据库","员工旅游，补充医疗保险，五险一金，加班补助，餐补，带薪年假，定期体检，节日福利，年终奖","贸易/进出口","经验不限"
"1672259519-7402","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据工程师","9-13K","上海","FOODCHEM","PythonKettleInformaticaPandasSSISInformatic数据库","员工旅游，补充医疗保险，五险一金，加班补助，餐补，带薪年假，定期体检，节日福利，年终奖","未融资","经验不限"
"1672259519-7403","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","数据工程师","9-13K","上海","FOODCHEM","PythonKettleInformaticaPandasSSISInformatic数据库","员工旅游，补充医疗保险，五险一金，加班补助，餐补，带薪年假，定期体检，节日福利，年终奖","100-499人","经验不限"
"1672259519-7404","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","商业分析师","15-30K","上海·浦东新区·陆家嘴","上海冰鉴","PythonSQL机器学习算法逻辑回归xgboost","节日福利，年终奖，带薪年假，餐补，股票期权，五险一金，定期体检，加班补助，补充医疗保险","互联网","经验不限"
"1672259519-7405","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","商业分析师","15-30K","上海·浦东新区·陆家嘴","上海冰鉴","PythonSQL机器学习算法逻辑回归xgboost","节日福利，年终奖，带薪年假，餐补，股票期权，五险一金，定期体检，加班补助，补充医疗保险","C轮","经验不限"
"1672259519-7406","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","商业分析师","15-30K","上海·浦东新区·陆家嘴","上海冰鉴","PythonSQL机器学习算法逻辑回归xgboost","节日福利，年终奖，带薪年假，餐补，股票期权，五险一金，定期体检，加班补助，补充医疗保险","100-499人","经验不限"
"1672259519-7407","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","分析研究员","8-13K","上海·浦东新区·张江","睿智化学","化学相关专业HPLC分离纯化","零食下午茶，年终奖，节日福利，补充医疗保险，带薪年假，餐补，免费班车，定期体检，五险一金","制药","经验不限"
"1672259519-7408","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","分析研究员","8-13K","上海·浦东新区·张江","睿智化学","化学相关专业HPLC分离纯化","零食下午茶，年终奖，节日福利，补充医疗保险，带薪年假，餐补，免费班车，定期体检，五险一金","已上市","经验不限"
"1672259519-7409","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","分析研究员","8-13K","上海·浦东新区·张江","睿智化学","化学相关专业HPLC分离纯化","零食下午茶，年终奖，节日福利，补充医疗保险，带薪年假，餐补，免费班车，定期体检，五险一金","1000-9999人","经验不限"
"1672259519-7410","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","大数据/数据库技术支持工程师","15-30K","上海·闵行区·吴泾","微软中国","ETLMySQLPostgreSQL分布式技术HadoopSparkDBA大数据","补充医疗保险，节日福利，台球室，足球场，餐补，带薪年假，篮球场，股票期权，免费班车，五险一金，年终奖，电玩厅，不打卡，健身房，网球场，按摩推拿，员工旅游，洗衣房，定期体检，零食下午茶","计算机软件","经验不限"
"1672259519-7411","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","大数据/数据库技术支持工程师","15-30K","上海·闵行区·吴泾","微软中国","ETLMySQLPostgreSQL分布式技术HadoopSparkDBA大数据","补充医疗保险，节日福利，台球室，足球场，餐补，带薪年假，篮球场，股票期权，免费班车，五险一金，年终奖，电玩厅，不打卡，健身房，网球场，按摩推拿，员工旅游，洗衣房，定期体检，零食下午茶","不需要融资","经验不限"
"1672259519-7412","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","大数据/数据库技术支持工程师","15-30K","上海·闵行区·吴泾","微软中国","ETLMySQLPostgreSQL分布式技术HadoopSparkDBA大数据","补充医疗保险，节日福利，台球室，足球场，餐补，带薪年假，篮球场，股票期权，免费班车，五险一金，年终奖，电玩厅，不打卡，健身房，网球场，按摩推拿，员工旅游，洗衣房，定期体检，零食下午茶","10000人以上","经验不限"
"1672259519-7413","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","信息流优化师","15-20K","上海·普陀区·长征","上海赛搜信息科技","新媒体推广信息流推广sem数据分析","全勤奖，年终奖，定期体检，零食下午茶，加班补助，股票期权，带薪年假，包吃，节日福利，员工旅游，五险一金","互联网","经验不限"
"1672259519-7414","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","信息流优化师","15-20K","上海·普陀区·长征","上海赛搜信息科技","新媒体推广信息流推广sem数据分析","全勤奖，年终奖，定期体检，零食下午茶，加班补助，股票期权，带薪年假，包吃，节日福利，员工旅游，五险一金","未融资","经验不限"
"1672259519-7415","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","信息流优化师","15-20K","上海·普陀区·长征","上海赛搜信息科技","新媒体推广信息流推广sem数据分析","全勤奖，年终奖，定期体检，零食下午茶，加班补助，股票期权，带薪年假，包吃，节日福利，员工旅游，五险一金","100-499人","经验不限"
"1672259519-7416","https://www.zhipin.com/web/geek/job?query=%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90&city=101020100&experience=102,101,108&degree=203&scale=303,304,305,306&salary=405","","需求分析师","15-25K","上海","某大型计算机软件公司","VisioAxureOracle/MySQL可适应出差物流/货代行业","带薪年假，定期体检，补充医疗保险，生日福利，员工旅游，交通补助，年终奖，加班补助，股票期权","计算机软件","经验不限"
